A0	W0	E0	N0	H0	A1		W1		E1		N1		H1		LitterSize	Temperature	Precipitation	TemperatureAmplitude	SpinUpIterations
0.0	0.0	0.0	0.0	0.0	8.2359634	0.8931869	0.9298725	9.1277685	44.4027225	0.0		0.575538467	584.446393	14.57260145		100000.0
